path,meta_path,label,signer_id,recording_session,source_video,device_model,source,feature_version,feature_version_source,content_sha256,pose_presence_ratio,hand_presence_ratio,split
external_datasets\fsl_features\HELLO\fsl105_10_w23.npy,external_datasets\fsl_features\HELLO\fsl105_10_w23.meta.json,HELLO,fsl105_10,clips/3/10.MOV,clips/3/10.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,959c9abc787563553998a6d0e653643e0964ccb2241b30c5635ec3d253b19e94,1.0,1.0,train
external_datasets\fsl_features\HELLO\fsl105_10_w24.npy,external_datasets\fsl_features\HELLO\fsl105_10_w24.meta.json,HELLO,fsl105_10,clips/3/10.MOV,clips/3/10.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,27c61b87811a00d19fe4de56072a42ca87c7ccab8954ac9ace34b26ddfc444fa,1.0,1.0,train
external_datasets\fsl_features\HELLO\fsl105_10_w25.npy,external_datasets\fsl_features\HELLO\fsl105_10_w25.meta.json,HELLO,fsl105_10,clips/3/10.MOV,clips/3/10.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,00a5d91cd3f44e4761ec59fce2ccc7665c222f390bc85b23d4cdf25d56c3f87a,1.0,1.0,train
external_datasets\fsl_features\HELLO\fsl105_10_w26.npy,external_datasets\fsl_features\HELLO\fsl105_10_w26.meta.json,HELLO,fsl105_10,clips/3/10.MOV,clips/3/10.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,53592ed586de41a6eea59e9f2edfc9ff43b642e3d4a92e42499986cc0b6e4dbd,1.0,1.0,train
external_datasets\fsl_features\HELLO\fsl105_10_w27.npy,external_datasets\fsl_features\HELLO\fsl105_10_w27.meta.json,HELLO,fsl105_10,clips/3/10.MOV,clips/3/10.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,b15ee060b7dadbdb590c6cb79d182d2a5664533d93020c2537ba31d6205605de,1.0,1.0,train
external_datasets\fsl_features\HELLO\fsl105_10_w28.npy,external_datasets\fsl_features\HELLO\fsl105_10_w28.meta.json,HELLO,fsl105_10,clips/3/10.MOV,clips/3/10.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,31eaa81fd9b9763fa9f384602f9e60efe9c459c7ffbcb720a8781432bdb8803c,1.0,1.0,train
external_datasets\fsl_features\HELLO\fsl105_10_w29.npy,external_datasets\fsl_features\HELLO\fsl105_10_w29.meta.json,HELLO,fsl105_10,clips/3/10.MOV,clips/3/10.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,115e5ab74ee614891e13b885127f5c879893d58085c81494595b5354999aa240,1.0,1.0,train
external_datasets\fsl_features\HELLO\fsl105_10_w30.npy,external_datasets\fsl_features\HELLO\fsl105_10_w30.meta.json,HELLO,fsl105_10,clips/3/10.MOV,clips/3/10.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,f49e2a7404f84bcb318436fcc235a9b40586dffd864cd423a1e74316bafbf8e8,1.0,0.95,train
external_datasets\fsl_features\HELLO\fsl105_10_w31.npy,external_datasets\fsl_features\HELLO\fsl105_10_w31.meta.json,HELLO,fsl105_10,clips/3/10.MOV,clips/3/10.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,ff512e5570a16560d48c9ec627f15d8ab01f611f5008b2b6748ecad8cb457188,1.0,0.7,train
external_datasets\fsl_features\HELLO\fsl105_11_w13.npy,external_datasets\fsl_features\HELLO\fsl105_11_w13.meta.json,HELLO,fsl105_11,clips/3/11.MOV,clips/3/11.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,8149c3bcfc638e3f71e7f05b49150a84f52cebc09a9d0c549fa7273ff103c64e,1.0,0.8,train
external_datasets\fsl_features\HELLO\fsl105_11_w14.npy,external_datasets\fsl_features\HELLO\fsl105_11_w14.meta.json,HELLO,fsl105_11,clips/3/11.MOV,clips/3/11.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,d708fc830cc435f2c100faf0d4b6aaefc956308c9208bbf8d84693c50218673d,1.0,1.0,train
external_datasets\fsl_features\HELLO\fsl105_11_w15.npy,external_datasets\fsl_features\HELLO\fsl105_11_w15.meta.json,HELLO,fsl105_11,clips/3/11.MOV,clips/3/11.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,1c04b00f6021bb6f1600112bc8f202bf0ff4ef869621dbc2abbe4eaaaf025605,1.0,1.0,train
external_datasets\fsl_features\HELLO\fsl105_11_w16.npy,external_datasets\fsl_features\HELLO\fsl105_11_w16.meta.json,HELLO,fsl105_11,clips/3/11.MOV,clips/3/11.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,50aef51172b64034b635e2e694d70c2c5b2674347f9ed5c74865bd2e37ea8aa4,1.0,1.0,train
external_datasets\fsl_features\HELLO\fsl105_11_w17.npy,external_datasets\fsl_features\HELLO\fsl105_11_w17.meta.json,HELLO,fsl105_11,clips/3/11.MOV,clips/3/11.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,2b0d1d6b303b1490eebc0aee261653640898f326946e970eb82762471677b8d7,1.0,1.0,train
external_datasets\fsl_features\HELLO\fsl105_11_w18.npy,external_datasets\fsl_features\HELLO\fsl105_11_w18.meta.json,HELLO,fsl105_11,clips/3/11.MOV,clips/3/11.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,9406a1ae8d2ce94928ab23b6543fc9bb26bd19462c8c03c4df8eed2bafc002ac,1.0,1.0,train
external_datasets\fsl_features\HELLO\fsl105_11_w19.npy,external_datasets\fsl_features\HELLO\fsl105_11_w19.meta.json,HELLO,fsl105_11,clips/3/11.MOV,clips/3/11.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,3958938d13681ff3c43438425115e0250eafc0efdb8172686c451844a5eaa415,1.0,1.0,train
external_datasets\fsl_features\HELLO\fsl105_11_w20.npy,external_datasets\fsl_features\HELLO\fsl105_11_w20.meta.json,HELLO,fsl105_11,clips/3/11.MOV,clips/3/11.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,e64ce937a84e67ed41ebdccd29ebc8aa912c0497ef92d655cc80901db0220831,1.0,1.0,train
external_datasets\fsl_features\HELLO\fsl105_11_w21.npy,external_datasets\fsl_features\HELLO\fsl105_11_w21.meta.json,HELLO,fsl105_11,clips/3/11.MOV,clips/3/11.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,1ba9ec227510ea87c4ef62e972c289cdf362e4cdf80493def4dfce87992c4c08,1.0,1.0,train
external_datasets\fsl_features\HELLO\fsl105_11_w22.npy,external_datasets\fsl_features\HELLO\fsl105_11_w22.meta.json,HELLO,fsl105_11,clips/3/11.MOV,clips/3/11.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,9b79c75fbb4982ea99b74753101856d2f41a39d9e5aed1d0aa255376c66e8d0f,1.0,0.95,train
external_datasets\fsl_features\HELLO\fsl105_11_w23.npy,external_datasets\fsl_features\HELLO\fsl105_11_w23.meta.json,HELLO,fsl105_11,clips/3/11.MOV,clips/3/11.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,c86caf76819891fc3fb6ac147bdf6b21db27cf538413f95d5e8fc2ab95f0f3e9,1.0,0.75,train
external_datasets\fsl_features\HELLO\fsl105_12_w18.npy,external_datasets\fsl_features\HELLO\fsl105_12_w18.meta.json,HELLO,fsl105_12,clips/3/12.MOV,clips/3/12.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,c4dd1843361cb5be5e6769595fa48e099c728c90a8b2bdb9bacf4e962c07616d,1.0,0.85,train
external_datasets\fsl_features\HELLO\fsl105_12_w19.npy,external_datasets\fsl_features\HELLO\fsl105_12_w19.meta.json,HELLO,fsl105_12,clips/3/12.MOV,clips/3/12.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,acdbe597ed55607c34d443382b51a90275f73fab1a5fa7c8afa369d68f7fb98a,1.0,1.0,train
external_datasets\fsl_features\HELLO\fsl105_12_w20.npy,external_datasets\fsl_features\HELLO\fsl105_12_w20.meta.json,HELLO,fsl105_12,clips/3/12.MOV,clips/3/12.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,12be5f928104e68c6daaa7940b78a7bc465c2b24128537394b1f91c44f742723,1.0,1.0,train
external_datasets\fsl_features\HELLO\fsl105_12_w21.npy,external_datasets\fsl_features\HELLO\fsl105_12_w21.meta.json,HELLO,fsl105_12,clips/3/12.MOV,clips/3/12.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,32d3d7f9408775d6cf59b7811a6f5a7da63219019db4495ef8aec278e2acd6f0,1.0,1.0,train
external_datasets\fsl_features\HELLO\fsl105_12_w22.npy,external_datasets\fsl_features\HELLO\fsl105_12_w22.meta.json,HELLO,fsl105_12,clips/3/12.MOV,clips/3/12.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,a956c148a7721670dbfa42040ee8d0b4882ceac38ec9eb7685bd29f98462c352,1.0,1.0,train
external_datasets\fsl_features\HELLO\fsl105_12_w23.npy,external_datasets\fsl_features\HELLO\fsl105_12_w23.meta.json,HELLO,fsl105_12,clips/3/12.MOV,clips/3/12.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,9585994cb0b2d73e6330036e585fa18deea615f619d53cf55aacb413f38229fc,1.0,1.0,train
external_datasets\fsl_features\HELLO\fsl105_12_w24.npy,external_datasets\fsl_features\HELLO\fsl105_12_w24.meta.json,HELLO,fsl105_12,clips/3/12.MOV,clips/3/12.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,ca0dc400e47bd0545e8585263cd20ff9a239a9ffe45d9411fca5d11c8c8bd9d8,1.0,1.0,train
external_datasets\fsl_features\HELLO\fsl105_12_w25.npy,external_datasets\fsl_features\HELLO\fsl105_12_w25.meta.json,HELLO,fsl105_12,clips/3/12.MOV,clips/3/12.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,139510c6146e07770b1ba4ea8f3c3ed35e4b3006a6e7a01109ed6240d9c98974,1.0,1.0,train
external_datasets\fsl_features\HELLO\fsl105_12_w26.npy,external_datasets\fsl_features\HELLO\fsl105_12_w26.meta.json,HELLO,fsl105_12,clips/3/12.MOV,clips/3/12.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,16c81d603e99f3674b35b42af141a5674d5ff395aa9ad0c671667181a6a026b4,1.0,1.0,train
external_datasets\fsl_features\HELLO\fsl105_12_w27.npy,external_datasets\fsl_features\HELLO\fsl105_12_w27.meta.json,HELLO,fsl105_12,clips/3/12.MOV,clips/3/12.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,6f6dc821121ae846e979243a5a467fed11b6ec001a2b7c9b93544c9c51afc4df,1.0,0.9,train
external_datasets\fsl_features\HELLO\fsl105_12_w28.npy,external_datasets\fsl_features\HELLO\fsl105_12_w28.meta.json,HELLO,fsl105_12,clips/3/12.MOV,clips/3/12.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,144acbedc23a2475b01b5513a54bf203c12e4974a7f92c5e39de98983b5cbcba,1.0,0.65,train
external_datasets\fsl_features\HELLO\fsl105_13_w20.npy,external_datasets\fsl_features\HELLO\fsl105_13_w20.meta.json,HELLO,fsl105_13,clips/3/13.MOV,clips/3/13.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,072d504389020a74bedf8789ab9dfd053ec957440f400ca52313a6b4d6aad789,1.0,0.8,train
external_datasets\fsl_features\HELLO\fsl105_13_w21.npy,external_datasets\fsl_features\HELLO\fsl105_13_w21.meta.json,HELLO,fsl105_13,clips/3/13.MOV,clips/3/13.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,4390c4ee51355114f15eafd596dfd35d0f00e638684c99d2c71809a0d7e2df19,1.0,1.0,train
external_datasets\fsl_features\HELLO\fsl105_13_w22.npy,external_datasets\fsl_features\HELLO\fsl105_13_w22.meta.json,HELLO,fsl105_13,clips/3/13.MOV,clips/3/13.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,78e240b04291f24a4c7ee2356953c1a68e959120ba7c7198e251a970eb765dd2,1.0,1.0,train
external_datasets\fsl_features\HELLO\fsl105_13_w23.npy,external_datasets\fsl_features\HELLO\fsl105_13_w23.meta.json,HELLO,fsl105_13,clips/3/13.MOV,clips/3/13.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,e3273044ed90b69737966e3681b950f3aef2aaba9bc0ca1a768a8530f9e661d1,1.0,1.0,train
external_datasets\fsl_features\HELLO\fsl105_13_w24.npy,external_datasets\fsl_features\HELLO\fsl105_13_w24.meta.json,HELLO,fsl105_13,clips/3/13.MOV,clips/3/13.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,f0c701f53c7b993500f77b0f3852b18abee038742f80393b8b65d9a2161ed207,1.0,1.0,train
external_datasets\fsl_features\HELLO\fsl105_13_w25.npy,external_datasets\fsl_features\HELLO\fsl105_13_w25.meta.json,HELLO,fsl105_13,clips/3/13.MOV,clips/3/13.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,c7819309595b81f59e7f529dbf87be0ee9c0c1b95cd101277ea8bd03ef2c4dc9,1.0,1.0,train
external_datasets\fsl_features\HELLO\fsl105_13_w26.npy,external_datasets\fsl_features\HELLO\fsl105_13_w26.meta.json,HELLO,fsl105_13,clips/3/13.MOV,clips/3/13.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,d91f5297502f6c3d6d3a1a97ad45d6234fca489b4db7f7c6c0274ec794d4e5a3,1.0,1.0,train
external_datasets\fsl_features\HELLO\fsl105_13_w27.npy,external_datasets\fsl_features\HELLO\fsl105_13_w27.meta.json,HELLO,fsl105_13,clips/3/13.MOV,clips/3/13.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,2d6c203f3f8c74f4ac6fa62d216abdd5eb32d5626e9a5ff014c509bff7e7053c,1.0,1.0,train
external_datasets\fsl_features\HELLO\fsl105_13_w28.npy,external_datasets\fsl_features\HELLO\fsl105_13_w28.meta.json,HELLO,fsl105_13,clips/3/13.MOV,clips/3/13.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,64b4d7d8eeef8ef7f82d97fec47c9fd63c68fde3e3eb9c0205172127608a04d4,1.0,1.0,train
external_datasets\fsl_features\HELLO\fsl105_13_w29.npy,external_datasets\fsl_features\HELLO\fsl105_13_w29.meta.json,HELLO,fsl105_13,clips/3/13.MOV,clips/3/13.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,23fcf2a3f20c8158d72ee9360e9da864e9defe967c91a0cdbaf6b0dee0b0c8ce,1.0,1.0,train
external_datasets\fsl_features\HELLO\fsl105_13_w30.npy,external_datasets\fsl_features\HELLO\fsl105_13_w30.meta.json,HELLO,fsl105_13,clips/3/13.MOV,clips/3/13.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,40e218c5274ea6c41a916655cf9012f50db85ac3eb59f60ea3b35791592e8609,1.0,0.8,train
external_datasets\fsl_features\HELLO\fsl105_14_w17.npy,external_datasets\fsl_features\HELLO\fsl105_14_w17.meta.json,HELLO,fsl105_14,clips/3/14.MOV,clips/3/14.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,f02f34faf4c399a589d2253f76b2b4afc9b69eb873c8f496a7fcd11837efb0c1,1.0,0.7,val
external_datasets\fsl_features\HELLO\fsl105_14_w18.npy,external_datasets\fsl_features\HELLO\fsl105_14_w18.meta.json,HELLO,fsl105_14,clips/3/14.MOV,clips/3/14.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,d0756e8343ef73851e33b93df5302da78c37c37fc004de2406b2e8d72bb34511,1.0,0.95,val
external_datasets\fsl_features\HELLO\fsl105_14_w19.npy,external_datasets\fsl_features\HELLO\fsl105_14_w19.meta.json,HELLO,fsl105_14,clips/3/14.MOV,clips/3/14.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,ee8ac9660c9b62f333eeba8d3ae065512f4eead92d72f805e3649bd22b8d6ea5,1.0,1.0,val
external_datasets\fsl_features\HELLO\fsl105_14_w20.npy,external_datasets\fsl_features\HELLO\fsl105_14_w20.meta.json,HELLO,fsl105_14,clips/3/14.MOV,clips/3/14.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,f5de5e2ae1cbcf1ba06bda75fc176c09a9f27c507ab30e6e16dbfa472dfe03b0,1.0,1.0,val
external_datasets\fsl_features\HELLO\fsl105_14_w21.npy,external_datasets\fsl_features\HELLO\fsl105_14_w21.meta.json,HELLO,fsl105_14,clips/3/14.MOV,clips/3/14.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,044106383436253d8642d091d6e5b92f17adda3aa4890ede6104c398da3b0a14,1.0,1.0,val
external_datasets\fsl_features\HELLO\fsl105_14_w22.npy,external_datasets\fsl_features\HELLO\fsl105_14_w22.meta.json,HELLO,fsl105_14,clips/3/14.MOV,clips/3/14.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,4700499e21cee5ea797d988d7522614115fbaffa30000859ceee9e89a808e887,1.0,1.0,val
external_datasets\fsl_features\HELLO\fsl105_14_w23.npy,external_datasets\fsl_features\HELLO\fsl105_14_w23.meta.json,HELLO,fsl105_14,clips/3/14.MOV,clips/3/14.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,6969bebfa929d9e4fd161bcff3867cd7510d248f7135359390c98ed39c736b91,1.0,1.0,val
external_datasets\fsl_features\HELLO\fsl105_14_w24.npy,external_datasets\fsl_features\HELLO\fsl105_14_w24.meta.json,HELLO,fsl105_14,clips/3/14.MOV,clips/3/14.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,0188e197628dcc4219bcb8ed911913f110735f215134fe72a1e5ba73cfeb6146,1.0,1.0,val
external_datasets\fsl_features\HELLO\fsl105_14_w25.npy,external_datasets\fsl_features\HELLO\fsl105_14_w25.meta.json,HELLO,fsl105_14,clips/3/14.MOV,clips/3/14.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,8d3d8ebe6f8660e597a1c2f988e5a61a799f97140ad74494172d760bcc602471,1.0,1.0,val
external_datasets\fsl_features\HELLO\fsl105_14_w26.npy,external_datasets\fsl_features\HELLO\fsl105_14_w26.meta.json,HELLO,fsl105_14,clips/3/14.MOV,clips/3/14.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,01f4eae51d5b2465e28574502e7c5266a77b8b4b1a5cfc59d38bebb028732bb8,1.0,1.0,val
external_datasets\fsl_features\HELLO\fsl105_14_w27.npy,external_datasets\fsl_features\HELLO\fsl105_14_w27.meta.json,HELLO,fsl105_14,clips/3/14.MOV,clips/3/14.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,a883575eff046164132f47ea628b89fd06b6f941787f1c86d84b5f69a4ced0d8,1.0,1.0,val
external_datasets\fsl_features\HELLO\fsl105_14_w28.npy,external_datasets\fsl_features\HELLO\fsl105_14_w28.meta.json,HELLO,fsl105_14,clips/3/14.MOV,clips/3/14.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,3174d4761ff63b5579eb7d80ffa3f2f1b8748eabf1436a541cc86693c92cffe0,1.0,1.0,val
external_datasets\fsl_features\HELLO\fsl105_14_w29.npy,external_datasets\fsl_features\HELLO\fsl105_14_w29.meta.json,HELLO,fsl105_14,clips/3/14.MOV,clips/3/14.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,87e3172938bdd7ee876de0ce51b09a0fcdb1576e78e163901363c372040403ab,1.0,1.0,val
external_datasets\fsl_features\HELLO\fsl105_14_w30.npy,external_datasets\fsl_features\HELLO\fsl105_14_w30.meta.json,HELLO,fsl105_14,clips/3/14.MOV,clips/3/14.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,bf8d026988746e755a18348e98b49cb799ab1d7244bad6d46dba65fb1b756da1,1.0,1.0,val
external_datasets\fsl_features\HELLO\fsl105_14_w31.npy,external_datasets\fsl_features\HELLO\fsl105_14_w31.meta.json,HELLO,fsl105_14,clips/3/14.MOV,clips/3/14.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,3caf95e0631e711f8c203d72b2487c22588ae1c5735c74abfbc0f41b55a544fe,1.0,0.9,val
external_datasets\fsl_features\HELLO\fsl105_14_w32.npy,external_datasets\fsl_features\HELLO\fsl105_14_w32.meta.json,HELLO,fsl105_14,clips/3/14.MOV,clips/3/14.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,20876223611d8a36cbfba07a475b70d385f40203e5989bcba528ca15be1ba0ac,1.0,0.65,val
external_datasets\fsl_features\HELLO\fsl105_15_w11.npy,external_datasets\fsl_features\HELLO\fsl105_15_w11.meta.json,HELLO,fsl105_15,clips/3/15.MOV,clips/3/15.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,0f95362b3913066957040839ec762fdbc562745283490dbe1f2a00d6f935d83c,1.0,0.75,train
external_datasets\fsl_features\HELLO\fsl105_15_w12.npy,external_datasets\fsl_features\HELLO\fsl105_15_w12.meta.json,HELLO,fsl105_15,clips/3/15.MOV,clips/3/15.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,08d57ce215f904634a995cffe39d0cc191700df8d1d93f72bea617f918f36ebb,1.0,1.0,train
external_datasets\fsl_features\HELLO\fsl105_15_w13.npy,external_datasets\fsl_features\HELLO\fsl105_15_w13.meta.json,HELLO,fsl105_15,clips/3/15.MOV,clips/3/15.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,e1c91ee8307b3e4842e246b589c9ddd078f14c344e5a69fab1304756861beef6,1.0,1.0,train
external_datasets\fsl_features\HELLO\fsl105_15_w14.npy,external_datasets\fsl_features\HELLO\fsl105_15_w14.meta.json,HELLO,fsl105_15,clips/3/15.MOV,clips/3/15.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,55932a8401fccc55e1f241d122579afcdda59bef09381f991f6afaf55221cfe4,1.0,1.0,train
external_datasets\fsl_features\HELLO\fsl105_15_w15.npy,external_datasets\fsl_features\HELLO\fsl105_15_w15.meta.json,HELLO,fsl105_15,clips/3/15.MOV,clips/3/15.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,7f704b13e18e2218a07c19956c82137607932617d60793f5e69f09bff87cb77b,1.0,1.0,train
external_datasets\fsl_features\HELLO\fsl105_15_w16.npy,external_datasets\fsl_features\HELLO\fsl105_15_w16.meta.json,HELLO,fsl105_15,clips/3/15.MOV,clips/3/15.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,6c042ac9e13e7542e7e21b4241ef512fc383953ecd54ba2118290c8fe323e00c,1.0,1.0,train
external_datasets\fsl_features\HELLO\fsl105_15_w17.npy,external_datasets\fsl_features\HELLO\fsl105_15_w17.meta.json,HELLO,fsl105_15,clips/3/15.MOV,clips/3/15.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,10e9646f5116611c96b6009f1dab72ffc3b5e39db92c766be51d46d6964ed502,1.0,1.0,train
external_datasets\fsl_features\HELLO\fsl105_15_w18.npy,external_datasets\fsl_features\HELLO\fsl105_15_w18.meta.json,HELLO,fsl105_15,clips/3/15.MOV,clips/3/15.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,603b3a424de1b8b38689989f0ee7018b926265b92cced61e66d95ece70ce318e,1.0,1.0,train
external_datasets\fsl_features\HELLO\fsl105_15_w19.npy,external_datasets\fsl_features\HELLO\fsl105_15_w19.meta.json,HELLO,fsl105_15,clips/3/15.MOV,clips/3/15.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,a01ee4ea6a40b6b0970d662b710a929622f9969aceade4d434c1010794e6e36d,1.0,1.0,train
external_datasets\fsl_features\HELLO\fsl105_15_w20.npy,external_datasets\fsl_features\HELLO\fsl105_15_w20.meta.json,HELLO,fsl105_15,clips/3/15.MOV,clips/3/15.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,f540950f6d51e68380acb3840912bce43ee9f1b8c57d5c435003c3c5e0a01f1a,1.0,1.0,train
external_datasets\fsl_features\HELLO\fsl105_15_w21.npy,external_datasets\fsl_features\HELLO\fsl105_15_w21.meta.json,HELLO,fsl105_15,clips/3/15.MOV,clips/3/15.MOV,FSL105_VIDEO,fsl105,onehand162_20f_nose_mcp_z03_v2,inferred_verified_extractor_provenance,44dfd0b147168b3438dcf969294dc97d78beb040edba110d620a90a0cbb74df7,1.0,1.0,train
