video_path,label,total_frames,left_present_frames,right_present_frames,both_present_frames,left_presence_ratio,right_presence_ratio,both_presence_ratio,left_motion_total,right_motion_total,left_motion_mean,right_motion_mean,dominant_hand,non_dominant_presence_ratio,non_dominant_motion_ratio,classification
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\21\2.MOV,JUNE,244,0,67,0,0.0,0.27459,0.0,0.0,0.536783,0.0,0.008387,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\21\3.MOV,FATHER,244,0,67,0,0.0,0.27459,0.0,0.0,0.561515,0.0,0.008774,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\21\4.MOV,MOTHER,244,0,76,0,0.0,0.311475,0.0,0.0,0.673762,0.0,0.00923,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\21\5.MOV,UNDERSTAND,244,0,73,0,0.0,0.29918,0.0,0.0,0.736864,0.0,0.010234,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\21\6.MOV,SUGAR,244,0,66,0,0.0,0.270492,0.0,0.0,0.551708,0.0,0.00862,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\21\7.MOV,SUNDAY,244,0,65,0,0.0,0.266393,0.0,0.0,0.738277,0.0,0.011719,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\21\8.MOV,MONDAY,244,0,66,0,0.0,0.270492,0.0,0.0,0.879736,0.0,0.013746,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\21\9.MOV,COUSIN,244,0,82,0,0.0,0.336066,0.0,0.0,0.937683,0.0,0.011721,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\22\0.MOV,DEAF BLIND,244,0,111,0,0.0,0.454918,0.0,0.0,0.586373,0.0,0.00548,RIGHT,0.0,0.0,ONE_HANDED
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\22\1.MOV,FEBRUARY,244,0,85,0,0.0,0.348361,0.0,0.0,0.693108,0.0,0.008251,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\22\10.MOV,YESTERDAY,244,0,54,0,0.0,0.221311,0.0,0.0,0.555323,0.0,0.010478,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\22\11.MOV,DON’T KNOW,244,0,59,0,0.0,0.241803,0.0,0.0,0.517582,0.0,0.008924,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\22\12.MOV,WEDNESDAY,244,0,56,0,0.0,0.229508,0.0,0.0,0.379975,0.0,0.007169,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\22\13.MOV,UNDERSTAND,244,0,58,0,0.0,0.237705,0.0,0.0,0.495989,0.0,0.008702,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\22\14.MOV,HARD OF HEARING,244,0,61,0,0.0,0.25,0.0,0.0,0.53791,0.0,0.008965,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\22\15.MOV,NOVEMBER,244,0,87,0,0.0,0.356557,0.0,0.0,0.725583,0.0,0.008536,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\22\16.MOV,BLIND,244,0,74,0,0.0,0.303279,0.0,0.0,0.691994,0.0,0.009479,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\22\17.MOV,COLD,244,0,91,0,0.0,0.372951,0.0,0.0,0.824382,0.0,0.009368,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\22\18.MOV,GREEN,244,0,83,0,0.0,0.340164,0.0,0.0,0.788399,0.0,0.009733,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\22\19.MOV,IM FINE,244,0,75,0,0.0,0.307377,0.0,0.0,0.759465,0.0,0.010263,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\22\2.MOV,JUNE,244,0,81,0,0.0,0.331967,0.0,0.0,0.658945,0.0,0.008341,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\22\3.MOV,FATHER,244,0,73,0,0.0,0.29918,0.0,0.0,0.746233,0.0,0.010364,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\22\4.MOV,MOTHER,244,0,91,0,0.0,0.372951,0.0,0.0,0.591877,0.0,0.006726,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\22\5.MOV,UNDERSTAND,244,0,67,0,0.0,0.27459,0.0,0.0,0.840023,0.0,0.012728,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\22\6.MOV,SUGAR,244,0,72,0,0.0,0.295082,0.0,0.0,0.725245,0.0,0.010361,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\22\7.MOV,SUNDAY,244,0,65,0,0.0,0.266393,0.0,0.0,0.691177,0.0,0.010971,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\22\8.MOV,MONDAY,244,0,68,0,0.0,0.278689,0.0,0.0,0.822695,0.0,0.012465,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\22\9.MOV,COUSIN,244,0,67,0,0.0,0.27459,0.0,0.0,0.809349,0.0,0.012263,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\23\0.MOV,DEAF BLIND,244,0,82,0,0.0,0.336066,0.0,0.0,0.71473,0.0,0.008934,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\23\1.MOV,FEBRUARY,244,0,67,0,0.0,0.27459,0.0,0.0,0.671569,0.0,0.010175,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\23\10.MOV,YESTERDAY,244,0,58,0,0.0,0.237705,0.0,0.0,0.48575,0.0,0.008522,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\23\11.MOV,DON’T KNOW,244,0,54,0,0.0,0.221311,0.0,0.0,0.385769,0.0,0.007715,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\23\12.MOV,WEDNESDAY,244,0,57,0,0.0,0.233607,0.0,0.0,0.463305,0.0,0.008424,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\23\13.MOV,UNDERSTAND,244,0,56,0,0.0,0.229508,0.0,0.0,0.468488,0.0,0.008676,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\23\14.MOV,HARD OF HEARING,244,0,58,0,0.0,0.237705,0.0,0.0,0.499724,0.0,0.008924,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\23\15.MOV,NOVEMBER,244,0,66,0,0.0,0.270492,0.0,0.0,0.569955,0.0,0.009047,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\23\16.MOV,BLIND,244,0,66,0,0.0,0.270492,0.0,0.0,0.674628,0.0,0.010379,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\23\17.MOV,COLD,244,0,72,0,0.0,0.295082,0.0,0.0,0.625237,0.0,0.008932,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\23\18.MOV,GREEN,244,0,74,0,0.0,0.303279,0.0,0.0,0.775242,0.0,0.01062,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\23\19.MOV,IM FINE,244,0,170,0,0.0,0.696721,0.0,0.0,0.436213,0.0,0.002597,RIGHT,0.0,0.0,ONE_HANDED
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\23\2.MOV,JUNE,244,0,67,0,0.0,0.27459,0.0,0.0,0.595881,0.0,0.009311,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\23\3.MOV,FATHER,244,0,69,0,0.0,0.282787,0.0,0.0,0.63971,0.0,0.009693,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\23\4.MOV,MOTHER,244,0,63,0,0.0,0.258197,0.0,0.0,0.700265,0.0,0.01148,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\23\5.MOV,UNDERSTAND,244,0,68,0,0.0,0.278689,0.0,0.0,0.814708,0.0,0.012344,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\23\6.MOV,SUGAR,244,0,69,0,0.0,0.282787,0.0,0.0,0.855027,0.0,0.012574,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\23\7.MOV,SUNDAY,244,0,65,0,0.0,0.266393,0.0,0.0,0.827629,0.0,0.012932,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\23\8.MOV,MONDAY,244,0,75,0,0.0,0.307377,0.0,0.0,0.737453,0.0,0.010102,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\23\9.MOV,COUSIN,244,2,65,2,0.008197,0.266393,0.008197,0.045111,0.811654,0.045111,0.012682,RIGHT,0.008197,0.055579,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\24\0.MOV,DEAF BLIND,244,0,69,0,0.0,0.282787,0.0,0.0,0.660394,0.0,0.009857,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\24\1.MOV,FEBRUARY,244,0,70,0,0.0,0.286885,0.0,0.0,0.814647,0.0,0.011806,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\24\10.MOV,YESTERDAY,244,0,65,0,0.0,0.266393,0.0,0.0,0.604952,0.0,0.009452,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\24\11.MOV,DON’T KNOW,244,0,62,0,0.0,0.254098,0.0,0.0,0.661742,0.0,0.010848,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\24\12.MOV,WEDNESDAY,244,0,58,0,0.0,0.237705,0.0,0.0,0.616448,0.0,0.011008,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\24\13.MOV,UNDERSTAND,244,0,63,0,0.0,0.258197,0.0,0.0,0.637547,0.0,0.010283,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\24\14.MOV,HARD OF HEARING,244,0,59,0,0.0,0.241803,0.0,0.0,0.686088,0.0,0.011829,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\24\15.MOV,NOVEMBER,244,0,49,0,0.0,0.20082,0.0,0.0,0.828143,0.0,0.017253,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\24\16.MOV,BLIND,244,0,58,0,0.0,0.237705,0.0,0.0,0.773023,0.0,0.013804,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\24\17.MOV,COLD,244,0,59,0,0.0,0.241803,0.0,0.0,0.7389,0.0,0.012963,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\24\18.MOV,GREEN,244,0,82,0,0.0,0.336066,0.0,0.0,0.668591,0.0,0.008357,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\24\19.MOV,IM FINE,244,0,113,0,0.0,0.463115,0.0,0.0,0.746615,0.0,0.006726,RIGHT,0.0,0.0,ONE_HANDED
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\24\2.MOV,JUNE,244,0,72,0,0.0,0.295082,0.0,0.0,0.796373,0.0,0.011217,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\24\3.MOV,FATHER,244,0,72,0,0.0,0.295082,0.0,0.0,0.754621,0.0,0.010628,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\24\4.MOV,MOTHER,244,0,70,0,0.0,0.286885,0.0,0.0,0.724995,0.0,0.010507,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\24\5.MOV,UNDERSTAND,244,4,66,4,0.016393,0.270492,0.016393,0.135465,0.912949,0.045155,0.014045,RIGHT,0.016393,0.148382,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\24\6.MOV,SUGAR,244,4,68,4,0.016393,0.278689,0.016393,0.128751,0.845807,0.042917,0.012624,RIGHT,0.016393,0.152223,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\24\7.MOV,SUNDAY,244,1,63,1,0.004098,0.258197,0.004098,0.0,0.841293,0.0,0.013569,RIGHT,0.004098,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\24\8.MOV,MONDAY,244,0,66,0,0.0,0.270492,0.0,0.0,0.860946,0.0,0.013245,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\24\9.MOV,COUSIN,244,0,74,0,0.0,0.303279,0.0,0.0,0.880757,0.0,0.012065,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\25\0.MOV,DEAF BLIND,244,0,94,0,0.0,0.385246,0.0,0.0,0.596544,0.0,0.006484,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\25\1.MOV,FEBRUARY,244,0,111,0,0.0,0.454918,0.0,0.0,0.683118,0.0,0.006267,RIGHT,0.0,0.0,ONE_HANDED
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\25\10.MOV,YESTERDAY,244,0,62,0,0.0,0.254098,0.0,0.0,0.510584,0.0,0.00837,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\25\11.MOV,DON’T KNOW,244,0,72,0,0.0,0.295082,0.0,0.0,0.67646,0.0,0.009664,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\25\12.MOV,WEDNESDAY,244,0,65,0,0.0,0.266393,0.0,0.0,0.559869,0.0,0.008748,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\25\13.MOV,UNDERSTAND,244,0,75,0,0.0,0.307377,0.0,0.0,0.528704,0.0,0.007343,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\25\14.MOV,HARD OF HEARING,244,0,67,0,0.0,0.27459,0.0,0.0,0.526881,0.0,0.008233,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\25\15.MOV,NOVEMBER,243,0,109,0,0.0,0.44856,0.0,0.0,0.819501,0.0,0.007588,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\25\16.MOV,BLIND,243,0,113,0,0.0,0.465021,0.0,0.0,0.890479,0.0,0.007951,RIGHT,0.0,0.0,ONE_HANDED
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\25\17.MOV,COLD,243,0,111,0,0.0,0.45679,0.0,0.0,0.798778,0.0,0.007262,RIGHT,0.0,0.0,ONE_HANDED
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\25\18.MOV,GREEN,243,0,111,0,0.0,0.45679,0.0,0.0,0.874224,0.0,0.007947,RIGHT,0.0,0.0,ONE_HANDED
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\25\19.MOV,IM FINE,243,0,134,0,0.0,0.55144,0.0,0.0,0.88303,0.0,0.00669,RIGHT,0.0,0.0,ONE_HANDED
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\25\2.MOV,JUNE,244,0,80,0,0.0,0.327869,0.0,0.0,0.627782,0.0,0.00826,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\25\3.MOV,FATHER,244,0,99,0,0.0,0.405738,0.0,0.0,0.780279,0.0,0.007962,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\25\4.MOV,MOTHER,244,0,89,0,0.0,0.364754,0.0,0.0,0.610975,0.0,0.007023,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\25\5.MOV,UNDERSTAND,244,0,76,0,0.0,0.311475,0.0,0.0,0.769777,0.0,0.010402,RIGHT,0.0,0.0,AMBIGUOUS
C:\BSIT 3RD YEAR\New VovGest\FSL-105 A dataset for recognizing 105 Filipino sign language videos\FSL-105 A dataset for recognizing 105 Filipino sign language videos\clips\clips\25\6.MOV,SUGAR,244,0,71,0,0.0,0.290984,0.0,0.0,0.763481,0.0,0.010907,RIGHT,0.0,0.0,AMBIGUOUS
